,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
451,Laguna,US,38.421,-121.4238,75.7,66,1,8.01,clear sky
452,Los Altos Hills,US,37.3797,-122.1375,71.08,72,40,17.0,scattered clouds
453,Richards Bay,ZA,-28.783,32.0377,56.73,79,0,8.23,clear sky
454,Praia,CV,14.9215,-23.5087,79.34,94,40,5.75,scattered clouds
455,Thinadhoo,MV,0.5333,72.9333,83.17,72,87,4.29,overcast clouds
456,Zeya,RU,53.75,127.2667,52.09,43,8,9.51,clear sky
457,Virovitica,HR,45.8319,17.3839,52.65,82,0,2.33,clear sky
458,Kalat,PK,29.0225,66.5916,67.33,41,6,2.24,clear sky
459,Mount Isa,AU,-20.7333,139.5,85.77,26,0,12.66,clear sky
460,Neiafu,TO,-18.65,-173.9833,83.08,78,40,5.75,light rain
461,Riyadh,SA,24.6877,46.7219,80.74,16,0,7.14,clear sky
462,Dzhebariki-Khaya,RU,62.2167,135.8,41.38,95,100,6.58,light rain
463,Koratla,IN,18.8167,78.7167,77.02,80,100,1.43,overcast clouds
464,Martin,US,27.0837,-80.4164,84.13,91,97,3.2,overcast clouds
465,Huilong,CN,31.8111,121.655,79.99,73,0,15.26,clear sky
466,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.24,87,7,7.74,clear sky
467,Luzhou,CN,28.8724,105.4405,67.78,93,100,7.49,light rain
468,Changping,CN,40.2186,116.2197,65.84,88,100,2.77,overcast clouds
469,Srednekolymsk,RU,67.45,153.6833,36.9,47,48,17.87,scattered clouds
470,Hambantota,LK,6.1241,81.1185,77.34,100,20,1.14,few clouds
471,San Ramon,US,37.7799,-121.978,71.28,79,1,1.99,clear sky
472,Mlonggo,ID,-6.5333,110.7,84.09,61,56,2.95,broken clouds
473,Cloquet,US,46.7216,-92.4594,62.58,81,1,4.61,clear sky
474,Bredy,RU,52.4153,60.3411,36.27,72,25,13.15,scattered clouds
475,Nevel,RU,56.0209,29.9284,41.99,82,100,13.53,moderate rain
476,Gombe,NG,10.2897,11.1673,73.81,88,67,10.4,broken clouds
477,Shubarkuduk,KZ,49.1447,56.4872,38.34,62,44,6.24,scattered clouds
478,Kaiyuan,CN,23.6977,103.3037,72.27,81,82,3.36,broken clouds
479,Toora-Khem,RU,52.4675,96.11,54.91,65,12,3.65,few clouds
480,Vysokogornyy,RU,50.1167,139.15,48.31,49,25,16.28,scattered clouds
481,Cedar City,US,37.6775,-113.0619,68.97,50,20,14.97,few clouds
482,Jacareacanga,BR,-6.2222,-57.7528,71.74,92,15,1.74,few clouds
483,Pacific Grove,US,36.6177,-121.9166,70.25,85,40,3.0,scattered clouds
484,Sovetskiy,RU,61.3614,63.5842,32.74,89,100,14.36,overcast clouds
485,Ust-Tarka,RU,55.5672,75.705,43.38,93,100,10.54,light rain
486,Kaeo,NZ,-35.1,173.7833,64.33,63,98,9.33,overcast clouds
487,Bozova,TR,37.3625,38.5267,70.72,38,0,1.92,clear sky
488,Russell,US,32.3502,-85.1999,73.96,91,20,0.0,light rain
489,Iskateley,RU,67.6803,53.1512,37.74,77,100,16.73,overcast clouds
490,Wageningen,NL,51.9667,5.6667,56.89,91,75,4.61,broken clouds
491,Seoul,KR,37.5683,126.9778,78.37,65,0,6.91,clear sky
492,Talaya,RU,61.3833,152.75,46.99,78,100,18.7,overcast clouds
493,Otane,NZ,-39.8833,176.6333,59.38,48,7,3.91,clear sky
494,Quesnel,CA,52.9999,-122.5029,57.7,67,20,6.91,few clouds
495,Yerbogachen,RU,61.2767,108.0108,48.0,53,100,9.35,overcast clouds
496,Svetlyy,RU,54.675,20.1347,48.25,68,37,13.15,scattered clouds
497,Egvekinot,RU,66.3167,-179.1667,31.23,88,93,5.57,light snow
498,Vao,NC,-22.6667,167.4833,69.08,59,100,16.37,overcast clouds
499,Carupano,VE,10.6678,-63.2585,77.77,84,76,7.0,broken clouds
500,Lakatoro,VU,-16.0999,167.4164,80.82,74,46,14.14,scattered clouds
501,Celestun,MX,20.8667,-90.4,81.9,84,65,13.89,broken clouds
502,Tura,IN,25.5198,90.2201,76.53,92,34,3.47,scattered clouds
503,Kulhudhuffushi,MV,6.6221,73.07,82.08,77,35,8.61,scattered clouds
504,Waipawa,NZ,-41.4122,175.5153,53.46,65,33,14.56,scattered clouds
505,Nayoro,JP,44.3506,142.4578,67.95,56,51,7.25,broken clouds
506,Dudinka,RU,69.4058,86.1778,39.13,94,100,10.36,light rain
507,Cartagena,CO,10.3997,-75.5144,78.42,100,75,1.14,broken clouds
508,Yingcheng,CN,30.95,113.55,89.65,67,67,12.06,broken clouds
509,Glendive,US,47.1053,-104.7125,81.95,15,100,3.0,overcast clouds
510,Palmeirais,BR,-5.9778,-43.0633,80.17,39,44,3.11,scattered clouds
511,Panama City,PA,8.9936,-79.5197,76.17,92,75,10.36,broken clouds
512,Saurimo,AO,-9.6608,20.3916,65.77,78,81,3.65,broken clouds
513,Faya,SA,18.3851,42.4509,64.51,22,46,3.8,scattered clouds
514,Grasse,FR,43.6667,6.9167,64.56,83,0,3.44,light rain
515,Wattegama,LK,6.7989,81.4808,76.12,78,82,1.74,broken clouds
516,Santa Luzia,BR,-19.7697,-43.8514,76.28,42,0,4.61,clear sky
517,Villazon,BO,-22.0866,-65.5942,48.72,75,94,17.76,overcast clouds
518,Porto Santo,PT,33.072,-16.3415,71.98,60,75,9.22,broken clouds
519,Rosetown,CA,51.5501,-108.0014,73.38,23,69,21.85,broken clouds
520,Kahului,US,20.8947,-156.47,86.02,65,40,24.16,scattered clouds
521,Lincoln,US,40.8,-96.667,81.9,60,1,3.0,clear sky
522,Acarau,BR,-2.8856,-40.12,78.55,81,7,19.04,clear sky
523,Simi,SL,9.5667,-12.35,72.52,99,100,2.17,light rain
524,San Carlos De Bariloche,AR,-41.1456,-71.3082,40.75,70,0,11.5,clear sky
525,Mashhad,IR,36.297,59.6062,66.34,55,0,4.61,clear sky
526,Havelock,US,34.8791,-76.9013,76.95,90,1,4.61,clear sky
527,Laguna De Perlas,NI,12.3429,-83.6712,79.56,86,100,8.32,overcast clouds
528,Turka,UA,49.1541,23.0297,46.26,97,100,6.58,light rain
529,Cascais,PT,38.6979,-9.4215,64.26,69,5,13.0,clear sky
530,Springfield,US,37.2153,-93.2982,75.9,82,0,1.01,clear sky
531,Naberera,TZ,-4.2,36.9333,56.66,80,34,3.6,scattered clouds
532,Verkh-Usugli,RU,52.7,115.1667,49.32,67,12,4.32,few clouds
533,Kodinsk,RU,58.6881,99.1844,53.33,88,43,6.58,scattered clouds
534,Franklin Lakes,US,41.0168,-74.2057,78.64,79,50,1.01,scattered clouds
535,San Andres,CO,12.5847,-81.7006,82.42,83,40,6.91,scattered clouds
536,Champerico,GT,14.3,-91.9167,83.77,83,30,6.78,scattered clouds
537,Alugan,PH,12.2188,125.4808,82.24,80,100,3.89,light rain
538,Adrar,MR,20.5022,-10.0711,84.9,31,69,13.76,broken clouds
539,Aktash,RU,50.3,87.7333,45.72,56,5,5.26,clear sky
540,Melchor De Mencos,GT,17.0686,-89.1522,78.8,94,0,0.0,clear sky
541,Komsomolskiy,UZ,40.4272,71.7189,66.92,32,0,11.5,clear sky
542,Urumqi,CN,43.801,87.6005,76.15,19,0,13.42,clear sky
543,Sioux Lookout,CA,50.1001,-91.917,62.98,55,20,10.36,few clouds
544,Sulangan,PH,11.1373,123.7228,82.98,74,50,4.38,scattered clouds
545,Zhangjiakou,CN,40.81,114.8794,63.07,79,100,2.62,light rain
546,Siavonga,ZM,-16.5382,28.7088,67.14,73,6,10.47,clear sky
547,Chicama,PE,-7.8447,-79.1469,59.54,82,44,6.49,scattered clouds
548,Mae Hong Son,TH,19.3003,97.9685,78.94,89,75,0.0,broken clouds
549,Mango,US,27.9797,-82.3065,81.32,90,1,0.0,clear sky
550,Mehamn,NO,71.0357,27.8492,41.11,78,0,12.17,clear sky
551,Dalvik,IS,65.9702,-18.5286,42.73,79,97,5.73,overcast clouds
552,Santa Rosalia,MX,27.3167,-112.2833,83.93,53,18,2.01,few clouds
553,Zhigansk,RU,66.7697,123.3711,35.78,72,99,12.55,overcast clouds
554,Del Rio,US,29.3627,-100.8968,82.51,69,1,9.22,clear sky
555,Antsohihy,MG,-14.8796,47.9875,70.88,87,100,2.46,overcast clouds
556,Naantali,FI,60.4674,22.0243,47.1,87,0,5.75,clear sky
557,Camacha,PT,33.0833,-16.3333,69.22,60,75,9.22,broken clouds
558,Loiza,PR,18.4313,-65.8802,80.6,89,10,9.69,clear sky
559,Leshukonskoye,RU,64.8989,45.7622,38.41,79,100,6.29,overcast clouds
560,San Cristobal,VE,7.7669,-72.225,77.18,97,100,2.91,overcast clouds
561,Bektemir,UZ,41.2097,69.3342,64.45,39,0,6.91,clear sky
562,Caravelas,BR,-17.7125,-39.2481,71.13,84,6,6.51,clear sky
563,Suihua,CN,46.6406,126.9969,47.82,91,100,6.26,overcast clouds
564,Buala,SB,-8.145,159.5921,83.55,77,70,11.7,light rain
565,Belaya Gora,RU,68.5333,146.4167,32.36,69,100,16.6,overcast clouds
566,Constitucion,CL,-35.3333,-72.4167,49.3,76,16,12.86,few clouds
567,Wadi Maliz,TN,36.4681,8.5495,71.26,75,0,2.26,clear sky
568,Harbour Breton,CA,47.4833,-55.7983,60.08,96,100,11.9,overcast clouds
569,Kununurra,AU,-15.7667,128.7333,84.18,65,32,5.75,scattered clouds
570,Adre,TD,13.4667,22.2,73.83,72,44,2.44,scattered clouds
571,Tacoronte,ES,28.4769,-16.4102,67.26,85,0,5.99,clear sky
572,Broken Hill,AU,-31.95,141.4333,67.71,22,0,12.66,clear sky
573,Oxapampa,PE,-10.5775,-75.4017,57.49,94,17,3.87,few clouds
574,Lashio,MM,22.9333,97.75,70.11,97,100,0.67,overcast clouds
575,Alyangula,AU,-13.8483,136.4192,84.07,58,75,8.05,broken clouds
576,Jalu,LY,29.0331,21.5482,77.09,37,0,7.18,clear sky
577,Aizkraukle,LV,56.6048,25.2553,36.9,77,62,11.23,broken clouds
578,Mgachi,RU,51.05,142.2667,53.46,53,35,14.03,scattered clouds
579,Sur,OM,22.5667,59.5289,80.67,73,3,8.75,clear sky
580,Alihe,CN,50.5667,123.7167,54.68,52,0,3.6,clear sky
581,Borujerd,IR,33.8973,48.7516,61.03,27,0,2.77,clear sky
582,Borogontsy,RU,62.6683,131.1683,34.65,97,100,11.3,light rain
583,Puerto Quijarro,BO,-17.7833,-57.7667,85.5,27,37,2.55,scattered clouds
584,Port Hedland,AU,-20.3167,118.5667,89.65,9,2,9.22,clear sky
585,Koumac,NC,-20.5667,164.2833,74.21,54,4,8.95,clear sky
586,Florianopolis,BR,-27.6146,-48.5012,66.25,83,75,9.22,broken clouds
587,Takoradi,GH,4.8845,-1.7554,74.55,93,98,5.55,overcast clouds
588,Cabo San Lucas,MX,22.8909,-109.9124,87.1,79,31,8.77,scattered clouds
589,Varkkallai,IN,8.7341,76.7067,80.38,88,100,8.12,overcast clouds
590,Inhambane,MZ,-23.865,35.3833,65.26,57,87,8.05,overcast clouds
591,Karsun,RU,54.1994,46.9827,33.17,80,91,2.68,overcast clouds
592,Belyy Yar,RU,53.6039,91.3903,49.89,93,0,2.24,clear sky
593,Mattawa,US,46.7379,-119.9028,65.1,53,54,11.81,broken clouds
594,Puqi,CN,29.7167,113.8833,89.38,58,40,9.17,scattered clouds
595,East Wenatchee,US,47.4157,-120.2931,61.12,62,90,4.0,overcast clouds
596,Keskin,TR,39.6731,33.6136,60.87,50,56,3.62,broken clouds
597,Itacoatiara,BR,-3.1431,-58.4442,75.87,84,46,0.98,scattered clouds
598,Shetpe,KZ,44.1667,52.1167,55.06,39,13,8.68,few clouds
599,Kirksville,US,40.1948,-92.5833,77.05,83,1,4.61,clear sky
600,Northam,GB,51.0333,-4.2167,58.33,96,97,3.62,overcast clouds
601,Band,RO,46.5833,24.3833,53.02,94,90,0.0,overcast clouds
602,Uruzgan,AF,32.8333,66.0,67.78,10,86,6.06,overcast clouds
603,Djambala,CG,-2.5447,14.7533,69.33,84,100,3.8,overcast clouds
604,Wamba,NG,8.9333,8.6,71.51,94,89,2.59,light rain
605,Zhoucheng,CN,35.9122,116.3117,67.98,87,100,9.19,light rain
606,Rocha,UY,-34.4833,-54.3333,54.91,99,11,5.12,few clouds
607,Aksarka,RU,66.5606,67.7975,31.93,97,100,27.38,snow
608,Tucumcari,US,35.1717,-103.725,85.84,28,20,12.66,few clouds
609,Cravo Norte,CO,6.3017,-70.2041,77.58,86,99,2.28,overcast clouds
610,Hami,CN,42.8,93.45,76.14,19,2,6.93,clear sky
611,Kostomuksha,RU,64.571,30.5767,38.8,88,100,3.18,overcast clouds
612,Aanekoski,FI,62.6946,25.818,41.86,100,100,4.16,overcast clouds
613,Westport,US,41.1415,-73.3579,76.98,87,1,1.01,clear sky
614,Saravena,CO,6.9538,-71.8752,72.21,94,76,2.13,broken clouds
615,Sungaipenuh,ID,-2.0833,101.3833,65.93,99,100,1.99,overcast clouds
616,Forssa,FI,60.8146,23.6215,45.91,87,78,5.95,broken clouds
617,Acapulco,MX,16.8634,-99.8901,78.71,85,100,1.9,overcast clouds
618,Itarema,BR,-2.9248,-39.9167,78.44,80,8,18.3,clear sky
619,Kainantu,PG,-6.2887,145.8655,69.58,72,100,5.3,moderate rain
620,Lorengau,PG,-2.0226,147.2712,83.8,74,80,7.92,broken clouds
621,Banjar,ID,-8.19,114.9675,82.26,56,19,0.56,few clouds
622,Bowen,AU,-20.0167,148.2333,77.22,59,2,15.52,clear sky
623,Hovd,MN,48.0056,91.6419,60.76,37,0,5.97,clear sky
624,Vardo,NO,70.3705,31.1107,43.39,77,4,19.71,clear sky
625,Manado,ID,1.487,124.8455,88.57,62,20,3.44,few clouds
626,Quelimane,MZ,-17.8786,36.8883,71.13,64,82,8.37,broken clouds
627,Boali,CF,4.8005,18.1275,73.27,96,100,2.04,overcast clouds
628,Redmond,US,47.674,-122.1215,58.21,89,44,1.99,light rain
629,Snezhnogorsk,RU,69.1933,33.2531,33.58,57,100,8.23,overcast clouds
630,Sao Filipe,CV,14.8961,-24.4956,78.98,82,75,5.21,broken clouds
631,Jennings,US,38.7192,-90.2604,81.37,76,1,1.01,clear sky
632,Juneau,US,58.3019,-134.4197,60.8,80,40,6.91,scattered clouds
633,Camacupa,AO,-12.0167,17.4833,67.69,61,69,4.5,broken clouds
634,Chas,IN,23.6333,86.1667,80.6,79,96,4.94,overcast clouds
635,Alexandria,EG,31.2156,29.9553,71.56,83,0,5.75,clear sky
636,Poyarkovo,RU,49.6,128.6833,57.18,54,0,7.78,clear sky
637,Angoram,PG,-4.0625,144.0661,83.7,76,100,2.82,overcast clouds
638,Dores Do Indaia,BR,-19.4633,-45.6017,75.27,33,94,2.8,overcast clouds
639,Porto Velho,BR,-8.7619,-63.9039,73.45,94,40,0.0,scattered clouds
640,Curuca,BR,-0.7289,-47.8481,73.63,96,11,4.56,few clouds
641,Gumdag,TM,39.2061,54.5906,72.12,81,19,7.45,few clouds
642,Kupang,ID,-10.1667,123.5833,88.38,45,20,20.71,few clouds
643,Juba,SS,4.8517,31.5825,68.09,97,99,3.8,overcast clouds
644,Solnechnyy,RU,50.7214,136.6319,55.96,30,0,13.82,clear sky
645,Vanavara,RU,60.34,102.2797,50.81,95,100,5.48,overcast clouds
646,Isla Vista,US,34.4133,-119.861,70.0,67,1,1.01,clear sky
647,Abnub,EG,27.2696,31.1511,75.42,44,0,6.93,clear sky
648,Sechura,PE,-5.5569,-80.8222,64.11,77,1,15.48,clear sky
649,Linxia,CN,35.6003,103.2064,58.68,53,8,3.4,clear sky
650,Batesville,US,35.7698,-91.641,73.87,89,90,11.5,moderate rain
651,Banda Aceh,ID,5.5577,95.3222,80.65,76,99,7.16,overcast clouds
652,Gravdal,NO,68.1214,13.5031,50.61,76,100,15.05,overcast clouds
653,Antalaha,MG,-14.9003,50.2788,70.99,84,99,4.18,overcast clouds
654,Santa Isabel,BR,-23.3156,-46.2214,68.65,94,23,2.39,few clouds
655,Helena,US,46.5927,-112.0361,72.59,38,1,20.0,clear sky
656,Kankan,GN,10.3854,-9.3057,72.27,92,86,2.39,overcast clouds
657,Aras,ES,42.5617,-2.356,53.71,93,0,3.44,clear sky
658,Shingu,JP,33.7333,135.9833,83.39,64,89,4.14,overcast clouds
659,Sechelt,CA,49.4664,-123.7694,61.12,85,98,7.31,overcast clouds
660,Vila Velha,BR,-20.3297,-40.2925,73.35,78,0,12.66,clear sky
661,Porto Novo,BJ,6.4965,2.6036,78.62,91,58,5.46,broken clouds
662,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,57.79,55,20,8.95,few clouds
663,Tadine,NC,-21.55,167.8833,73.56,55,22,15.64,few clouds
664,High Rock,BS,26.6208,-78.2833,80.62,71,100,6.8,overcast clouds
665,Calvinia,ZA,-31.4707,19.776,50.59,56,88,3.6,overcast clouds
666,Rincon,US,32.296,-81.2354,79.86,78,40,3.44,scattered clouds
667,Lasa,IT,46.6166,10.7002,59.88,92,87,1.57,overcast clouds
668,Sinnamary,GF,5.3833,-52.95,78.35,87,56,7.52,broken clouds
669,Hoquiam,US,46.9809,-123.8893,59.86,64,90,6.91,mist
670,Karlskoga,SE,59.3267,14.5239,46.31,68,100,3.36,overcast clouds
671,Elizabeth City,US,36.2946,-76.2511,75.99,91,1,0.0,clear sky
672,Chimbote,PE,-9.0853,-78.5783,61.84,82,57,9.62,broken clouds
673,Carandai,BR,-20.9536,-43.8064,64.85,62,12,3.69,few clouds
674,Gasa,PS,31.5,34.4667,73.9,65,0,6.91,clear sky
675,Deming,US,32.2687,-107.7586,89.49,12,1,5.75,clear sky
676,Santa Maria,BR,-29.6842,-53.8069,63.7,94,0,3.44,clear sky
